"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [inlined]"
"0","<0.1%","0.8%","0.8%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear()"
"0","<0.1%","0.8%","0.8%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false>*)"
"0","<0.1%","0.3%","0.3%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false>*)"
"0","<0.1%","0.3%","0.3%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> >&, std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false>*, unsigned long)"
"0","<0.1%","0.8%","0.8%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets()"
"0","<0.1%","0.8%","0.8%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","0.8%","0.8%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","0.9%","0.9%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","0.9%","0.9%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<int, std::allocator<int> >::~vector()"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Vector_base<int, std::allocator<int> >::~_Vector_base()"
"0","<0.1%","<0.1%","<0.1%","","","","Proto_Mesh::set_grip_ID_using_cell_index()"
"0","<0.1%","1.6%","1.6%","","","","std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::operator[](unsigned int const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","Proto_Mesh::get_grip_map() const"
"0","<0.1%","0.6%","0.6%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false>*) const"
"0","<0.1%","0.3%","0.3%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&)"
"0","<0.1%","<0.1%","<0.1%","","","","Proto_Mesh::get_new_global_index_map() const"
"0","<0.1%","<0.1%","<0.1%","","","","std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::unordered_map(std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > > const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&)::{lambda(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> const*)#1}::operator()(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> const*) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_node<std::pair<unsigned int const, unsigned int> const&>(std::pair<unsigned int const, unsigned int> const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::pair<unsigned int const, unsigned int> > >::construct<std::pair<unsigned int const, unsigned int>, std::pair<unsigned int const, unsigned int> const&>(std::allocator<std::pair<unsigned int const, unsigned int> >&, std::pair<unsigned int const, unsigned int>*, std::pair<unsigned int const, unsigned int> const&)"
"0","<0.1%","0.1%","0.1%","","","","Proto_Mesh::get_boundary_neighbors() const"
"0","<0.1%","<0.1%","<0.1%","","","","std::unordered_set<unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<unsigned int> >::insert(unsigned int&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Insert<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true>, true>::insert(unsigned int&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned int, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned int, false> > > >(unsigned int&&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned int, false> > > const&, std::integral_constant<bool, true>)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node<unsigned int, false>*) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_base<unsigned int, unsigned int, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<unsigned int, false>*) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Equal_helper<unsigned int, unsigned int, std::__detail::_Identity, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Identity const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<unsigned int, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::operator()<unsigned int>(unsigned int&&) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::_M_allocate_node<unsigned int>(unsigned int&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::allocate(std::allocator<std::__detail::_Hash_node<unsigned int, false> >&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node<unsigned int, false> >::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned int, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned int, false> > > >(unsigned int&&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned int, false> > > const&, std::integral_constant<bool, true>) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::_M_allocate_buckets(unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::unordered_set<unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<unsigned int> >::find(unsigned int const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(unsigned int const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::unordered_set<unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<unsigned int> >::~unordered_set()"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable()"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets()"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear()"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<unsigned int, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned int, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<unsigned int, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<unsigned int, false> >&, std::__detail::_Hash_node<unsigned int, false>*, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node<unsigned int, false> >::deallocate(std::__detail::_Hash_node<unsigned int, false>*, unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned int const&, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned int const&, unsigned long, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","Proto_Mesh::~Proto_Mesh()"
"0","<0.1%","97.2%","97.2%","1.5%","","","imc_replicated_driver(Mesh&, IMC_State&, IMC_Parameters const&, MPI_Types const&, Info const&)"
"0","<0.1%","<0.1%","<0.1%","","","","Mesh::get_census_E() const"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::allocator_traits<std::allocator<Work_Packet> >::construct<Work_Packet, Work_Packet const&>(std::allocator<Work_Packet>&, Work_Packet*, Work_Packet const&)"
"0","<0.1%","0.6%","0.6%","","","","std::vector<Work_Packet, std::allocator<Work_Packet> >::_M_realloc_insert<Work_Packet const&>(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, Work_Packet const&)"
"0","<0.1%","0.5%","0.5%","","","","std::__uninitialized_move_if_noexcept_a<Work_Packet*, Work_Packet*, std::allocator<Work_Packet> >(Work_Packet*, Work_Packet*, Work_Packet*, std::allocator<Work_Packet>&)"
"0","<0.1%","0.5%","0.5%","","","","std::__uninitialized_copy_a<std::move_iterator<Work_Packet*>, Work_Packet*, Work_Packet>(std::move_iterator<Work_Packet*>, std::move_iterator<Work_Packet*>, Work_Packet*, std::allocator<Work_Packet>&)"
"0","<0.1%","0.5%","0.5%","","","","std::uninitialized_copy<std::move_iterator<Work_Packet*>, Work_Packet*>(std::move_iterator<Work_Packet*>, std::move_iterator<Work_Packet*>, Work_Packet*)"
"0","<0.1%","0.3%","0.3%","","","","std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Work_Packet*>, Work_Packet*>(std::move_iterator<Work_Packet*>, std::move_iterator<Work_Packet*>, Work_Packet*)"
"0","<0.1%","0.6%","0.6%","","","","std::_Vector_base<Work_Packet, std::allocator<Work_Packet> >::_M_deallocate(Work_Packet*, unsigned long)"
"0","<0.1%","0.6%","0.6%","","","","std::allocator_traits<std::allocator<Work_Packet> >::deallocate(std::allocator<Work_Packet>&, Work_Packet*, unsigned long)"
"0","<0.1%","0.6%","0.6%","","","","__gnu_cxx::new_allocator<Work_Packet>::deallocate(Work_Packet*, unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Vector_base<Work_Packet, std::allocator<Work_Packet> >::_M_allocate(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<Work_Packet> >::allocate(std::allocator<Work_Packet>&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<Work_Packet>::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","Mesh::get_emission_E() const"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> const*, unsigned long) const"
"0","<0.1%","0.3%","0.3%","","","","std::unordered_map<unsigned int, bool, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, bool> > >::operator[](unsigned int const&)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&)"
"0","<0.1%","0.1%","0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> >&, unsigned long)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&) [inlined]"
"0","<0.1%","0.1%","0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> const*, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_allocate_buckets(unsigned long) [inlined]"
"0","<0.1%","0.8%","0.8%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned int const&, unsigned long) const"
